subsession.round_number,group.id_in_subsession,subsession.priorities_by_prize,player.id_in_group,player.pref_ranking,player.player_valuations
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",2,ABCDEF,"[15, 13, 7, 5, 3, 1]"
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",3,ABECFD,"[15, 13, 5, 1, 7, 3]"
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",4,ABDFEC,"[15, 13, 1, 7, 3, 5]"
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",5,BAFECD,"[13, 15, 3, 1, 5, 7]"
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",6,BACEDF,"[13, 15, 7, 3, 5, 1]"
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",7,BADCFE,"[13, 15, 5, 7, 1, 3]"
6,5,"[4, 7, 3, 2, 6, 8, 5, 1]",8,BADCFE,"[13, 15, 5, 7, 1, 3]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",1,ABFDCE,"[15, 13, 3, 5, 1, 7]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",2,ABFDEC,"[15, 13, 1, 5, 3, 7]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",3,ABEFCD,"[15, 13, 3, 1, 7, 5]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",4,ABDECF,"[15, 13, 3, 7, 5, 1]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",5,BADCFE,"[13, 15, 5, 7, 1, 3]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",6,BADECF,"[13, 15, 3, 7, 5, 1]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",7,BADECF,"[13, 15, 3, 7, 5, 1]"
7,1,"[1, 3, 5, 8, 2, 4, 7, 6]",8,BAFECD,"[13, 15, 3, 1, 5, 7]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",1,ABDFCE,"[15, 13, 3, 7, 1, 5]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",2,ABEDFC,"[15, 13, 1, 5, 7, 3]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",3,ABDEFC,"[15, 13, 1, 7, 5, 3]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",4,ABCFED,"[15, 13, 7, 1, 3, 5]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",5,BAECFD,"[13, 15, 5, 1, 7, 3]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",6,BAEDFC,"[13, 15, 1, 5, 7, 3]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",7,BACFED,"[13, 15, 7, 1, 3, 5]"
7,2,"[4, 2, 3, 7, 6, 8, 1, 5]",8,BAFECD,"[13, 15, 3, 1, 5, 7]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",1,ABEDCF,"[15, 13, 3, 5, 7, 1]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",2,ABDCEF,"[15, 13, 5, 7, 3, 1]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",3,ABDCEF,"[15, 13, 5, 7, 3, 1]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",4,ABFDEC,"[15, 13, 1, 5, 3, 7]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",6,BAECFD,"[13, 15, 5, 1, 7, 3]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",7,BAEDCF,"[13, 15, 3, 5, 7, 1]"
7,3,"[2, 5, 3, 6, 4, 7, 1, 8]",8,BAFCDE,"[13, 15, 5, 3, 1, 7]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",1,ABCDFE,"[15, 13, 7, 5, 1, 3]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",2,ABECFD,"[15, 13, 5, 1, 7, 3]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",3,ABEFDC,"[15, 13, 1, 3, 7, 5]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",4,ABFDCE,"[15, 13, 3, 5, 1, 7]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",5,BAEDFC,"[13, 15, 1, 5, 7, 3]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",6,BAEFCD,"[13, 15, 3, 1, 7, 5]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",7,BAECFD,"[13, 15, 5, 1, 7, 3]"
7,4,"[2, 6, 7, 4, 8, 5, 1, 3]",8,BAFECD,"[13, 15, 3, 1, 5, 7]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",1,ABCFDE,"[15, 13, 7, 3, 1, 5]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",2,ABECDF,"[15, 13, 5, 3, 7, 1]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",3,ABFECD,"[15, 13, 3, 1, 5, 7]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",4,ABDCFE,"[15, 13, 5, 7, 1, 3]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",5,BAFDCE,"[13, 15, 3, 5, 1, 7]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",6,BACEDF,"[13, 15, 7, 3, 5, 1]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",7,BADECF,"[13, 15, 3, 7, 5, 1]"
7,5,"[8, 5, 3, 6, 2, 4, 7, 1]",8,BAFCED,"[13, 15, 5, 1, 3, 7]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",1,ABCDEF,"[15, 13, 7, 5, 3, 1]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",2,ABEDFC,"[15, 13, 1, 5, 7, 3]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",3,ABFCED,"[15, 13, 5, 1, 3, 7]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",4,ABECFD,"[15, 13, 5, 1, 7, 3]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",5,BADCFE,"[13, 15, 5, 7, 1, 3]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",6,BADCFE,"[13, 15, 5, 7, 1, 3]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",7,BACEDF,"[13, 15, 7, 3, 5, 1]"
8,1,"[6, 3, 7, 2, 1, 5, 8, 4]",8,BAEDFC,"[13, 15, 1, 5, 7, 3]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",1,ABCEDF,"[15, 13, 7, 3, 5, 1]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",2,ABFDCE,"[15, 13, 3, 5, 1, 7]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",3,ABEDFC,"[15, 13, 1, 5, 7, 3]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",4,ABDFCE,"[15, 13, 3, 7, 1, 5]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",5,BADEFC,"[13, 15, 1, 7, 5, 3]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",6,BAFECD,"[13, 15, 3, 1, 5, 7]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",7,BAFCED,"[13, 15, 5, 1, 3, 7]"
8,2,"[8, 3, 6, 1, 4, 7, 5, 2]",8,BADCEF,"[13, 15, 5, 7, 3, 1]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",1,ABCFDE,"[15, 13, 7, 3, 1, 5]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",2,ABCFDE,"[15, 13, 7, 3, 1, 5]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",3,ABDEFC,"[15, 13, 1, 7, 5, 3]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",4,ABEFDC,"[15, 13, 1, 3, 7, 5]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",6,BACEFD,"[13, 15, 7, 1, 5, 3]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",7,BAFCDE,"[13, 15, 5, 3, 1, 7]"
8,3,"[1, 8, 6, 3, 7, 5, 2, 4]",8,BAFEDC,"[13, 15, 1, 3, 5, 7]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",1,ABDCEF,"[15, 13, 5, 7, 3, 1]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",2,ABCEFD,"[15, 13, 7, 1, 5, 3]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",3,ABECDF,"[15, 13, 5, 3, 7, 1]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",4,ABFEDC,"[15, 13, 1, 3, 5, 7]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",6,BACDFE,"[13, 15, 7, 5, 1, 3]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",7,BACFED,"[13, 15, 7, 1, 3, 5]"
8,4,"[8, 1, 7, 2, 3, 5, 6, 4]",8,BAFEDC,"[13, 15, 1, 3, 5, 7]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",1,ABDEFC,"[15, 13, 1, 7, 5, 3]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",2,ABFDEC,"[15, 13, 1, 5, 3, 7]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",3,ABECDF,"[15, 13, 5, 3, 7, 1]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",4,ABDFEC,"[15, 13, 1, 7, 3, 5]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",5,BAFEDC,"[13, 15, 1, 3, 5, 7]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",6,BAEFCD,"[13, 15, 3, 1, 7, 5]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",7,BAFEDC,"[13, 15, 1, 3, 5, 7]"
8,5,"[5, 3, 4, 2, 6, 1, 7, 8]",8,BAFECD,"[13, 15, 3, 1, 5, 7]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",1,ABEDCF,"[15, 13, 3, 5, 7, 1]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",2,ABCEFD,"[15, 13, 7, 1, 5, 3]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",3,ABCEDF,"[15, 13, 7, 3, 5, 1]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",4,ABFCDE,"[15, 13, 5, 3, 1, 7]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",5,BAFDEC,"[13, 15, 1, 5, 3, 7]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",6,BAFECD,"[13, 15, 3, 1, 5, 7]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",7,BACFED,"[13, 15, 7, 1, 3, 5]"
9,1,"[2, 8, 3, 1, 4, 6, 5, 7]",8,BADFEC,"[13, 15, 1, 7, 3, 5]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",1,ABFCED,"[15, 13, 5, 1, 3, 7]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",2,ABCEDF,"[15, 13, 7, 3, 5, 1]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",3,ABCDFE,"[15, 13, 7, 5, 1, 3]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",4,ABECFD,"[15, 13, 5, 1, 7, 3]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",5,BAEDCF,"[13, 15, 3, 5, 7, 1]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",6,BAECDF,"[13, 15, 5, 3, 7, 1]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",7,BADFCE,"[13, 15, 3, 7, 1, 5]"
9,2,"[1, 7, 2, 5, 8, 6, 3, 4]",8,BAECFD,"[13, 15, 5, 1, 7, 3]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",1,ABDEFC,"[15, 13, 1, 7, 5, 3]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",2,ABCFDE,"[15, 13, 7, 3, 1, 5]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",3,ABCEFD,"[15, 13, 7, 1, 5, 3]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",4,ABFCED,"[15, 13, 5, 1, 3, 7]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",5,BAFDEC,"[13, 15, 1, 5, 3, 7]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",6,BACFDE,"[13, 15, 7, 3, 1, 5]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",7,BAFEDC,"[13, 15, 1, 3, 5, 7]"
9,3,"[1, 2, 3, 5, 8, 4, 6, 7]",8,BAEFDC,"[13, 15, 1, 3, 7, 5]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",1,ABCEFD,"[15, 13, 7, 1, 5, 3]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",2,ABDEFC,"[15, 13, 1, 7, 5, 3]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",3,ABECFD,"[15, 13, 5, 1, 7, 3]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",4,ABEFCD,"[15, 13, 3, 1, 7, 5]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",5,BAECDF,"[13, 15, 5, 3, 7, 1]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",6,BACDFE,"[13, 15, 7, 5, 1, 3]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
9,4,"[3, 1, 4, 2, 7, 6, 5, 8]",8,BAEDFC,"[13, 15, 1, 5, 7, 3]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",1,ABEFDC,"[15, 13, 1, 3, 7, 5]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",2,ABFEDC,"[15, 13, 1, 3, 5, 7]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",3,ABCEFD,"[15, 13, 7, 1, 5, 3]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",4,ABDCEF,"[15, 13, 5, 7, 3, 1]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",5,BADCEF,"[13, 15, 5, 7, 3, 1]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",6,BAEFCD,"[13, 15, 3, 1, 7, 5]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",7,BADCFE,"[13, 15, 5, 7, 1, 3]"
9,5,"[2, 7, 3, 4, 1, 8, 6, 5]",8,BADFEC,"[13, 15, 1, 7, 3, 5]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",1,ABEFCD,"[15, 13, 3, 1, 7, 5]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",2,ABFCED,"[15, 13, 5, 1, 3, 7]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",3,ABFCDE,"[15, 13, 5, 3, 1, 7]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",4,ABFDCE,"[15, 13, 3, 5, 1, 7]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",5,BAEFCD,"[13, 15, 3, 1, 7, 5]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",6,BACEFD,"[13, 15, 7, 1, 5, 3]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
10,1,"[8, 5, 4, 2, 3, 7, 1, 6]",8,BACDFE,"[13, 15, 7, 5, 1, 3]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",1,ABCFDE,"[15, 13, 7, 3, 1, 5]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",2,ABECFD,"[15, 13, 5, 1, 7, 3]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",3,ABCDEF,"[15, 13, 7, 5, 3, 1]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",4,ABFEDC,"[15, 13, 1, 3, 5, 7]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",5,BAEFDC,"[13, 15, 1, 3, 7, 5]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",6,BACEFD,"[13, 15, 7, 1, 5, 3]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",7,BADFEC,"[13, 15, 1, 7, 3, 5]"
10,2,"[8, 1, 4, 5, 7, 2, 6, 3]",8,BACEDF,"[13, 15, 7, 3, 5, 1]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",1,ABDECF,"[15, 13, 3, 7, 5, 1]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",2,ABDFCE,"[15, 13, 3, 7, 1, 5]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",3,ABCFDE,"[15, 13, 7, 3, 1, 5]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",4,ABECFD,"[15, 13, 5, 1, 7, 3]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",5,BACFED,"[13, 15, 7, 1, 3, 5]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",6,BAFECD,"[13, 15, 3, 1, 5, 7]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",7,BACFDE,"[13, 15, 7, 3, 1, 5]"
10,3,"[1, 2, 7, 6, 3, 8, 5, 4]",8,BAFCDE,"[13, 15, 5, 3, 1, 7]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",1,ABCEDF,"[15, 13, 7, 3, 5, 1]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",2,ABDFCE,"[15, 13, 3, 7, 1, 5]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",3,ABFECD,"[15, 13, 3, 1, 5, 7]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",4,ABDCFE,"[15, 13, 5, 7, 1, 3]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",5,BACDFE,"[13, 15, 7, 5, 1, 3]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",6,BADCFE,"[13, 15, 5, 7, 1, 3]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",7,BADCFE,"[13, 15, 5, 7, 1, 3]"
10,4,"[8, 6, 3, 7, 4, 2, 1, 5]",8,BAFCDE,"[13, 15, 5, 3, 1, 7]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",1,ABCDFE,"[15, 13, 7, 5, 1, 3]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",2,ABCDEF,"[15, 13, 7, 5, 3, 1]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",3,ABDECF,"[15, 13, 3, 7, 5, 1]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",4,ABEDCF,"[15, 13, 3, 5, 7, 1]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",5,BADFCE,"[13, 15, 3, 7, 1, 5]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",6,BADCEF,"[13, 15, 5, 7, 3, 1]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",7,BADEFC,"[13, 15, 1, 7, 5, 3]"
10,5,"[7, 1, 3, 8, 6, 4, 2, 5]",8,BADEFC,"[13, 15, 1, 7, 5, 3]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",1,ABFEDC,"[15, 13, 1, 3, 5, 7]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",2,ABFDCE,"[15, 13, 3, 5, 1, 7]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",3,ABEFCD,"[15, 13, 3, 1, 7, 5]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",4,ABDFEC,"[15, 13, 1, 7, 3, 5]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",5,BACEFD,"[13, 15, 7, 1, 5, 3]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",6,BAFEDC,"[13, 15, 1, 3, 5, 7]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",7,BAFCED,"[13, 15, 5, 1, 3, 7]"
11,1,"[1, 8, 6, 7, 2, 5, 4, 3]",8,BACFED,"[13, 15, 7, 1, 3, 5]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",1,ABDFCE,"[15, 13, 3, 7, 1, 5]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",2,ABFEDC,"[15, 13, 1, 3, 5, 7]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",3,ABFEDC,"[15, 13, 1, 3, 5, 7]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",4,ABEDCF,"[15, 13, 3, 5, 7, 1]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",5,BACEFD,"[13, 15, 7, 1, 5, 3]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",6,BADECF,"[13, 15, 3, 7, 5, 1]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",7,BACFED,"[13, 15, 7, 1, 3, 5]"
11,2,"[6, 2, 5, 8, 3, 4, 1, 7]",8,BAEDFC,"[13, 15, 1, 5, 7, 3]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",1,ABCEDF,"[15, 13, 7, 3, 5, 1]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",2,ABEFDC,"[15, 13, 1, 3, 7, 5]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",3,ABDCEF,"[15, 13, 5, 7, 3, 1]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",4,ABEDCF,"[15, 13, 3, 5, 7, 1]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",5,BAEDCF,"[13, 15, 3, 5, 7, 1]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",6,BAEDFC,"[13, 15, 1, 5, 7, 3]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",7,BAFCED,"[13, 15, 5, 1, 3, 7]"
11,3,"[1, 7, 6, 8, 4, 2, 3, 5]",8,BAEFCD,"[13, 15, 3, 1, 7, 5]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",1,ABECFD,"[15, 13, 5, 1, 7, 3]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",2,ABFCDE,"[15, 13, 5, 3, 1, 7]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",3,ABCFDE,"[15, 13, 7, 3, 1, 5]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",4,ABDCFE,"[15, 13, 5, 7, 1, 3]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",5,BADFEC,"[13, 15, 1, 7, 3, 5]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",6,BACEFD,"[13, 15, 7, 1, 5, 3]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",7,BADFEC,"[13, 15, 1, 7, 3, 5]"
11,4,"[1, 4, 6, 7, 3, 8, 2, 5]",8,BADECF,"[13, 15, 3, 7, 5, 1]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",1,ABCFED,"[15, 13, 7, 1, 3, 5]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",2,ABDCFE,"[15, 13, 5, 7, 1, 3]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",3,ABCFED,"[15, 13, 7, 1, 3, 5]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",4,ABECDF,"[15, 13, 5, 3, 7, 1]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",5,BADCFE,"[13, 15, 5, 7, 1, 3]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",6,BAEFDC,"[13, 15, 1, 3, 7, 5]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",7,BADFEC,"[13, 15, 1, 7, 3, 5]"
11,5,"[8, 1, 3, 4, 6, 2, 5, 7]",8,BADCFE,"[13, 15, 5, 7, 1, 3]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",1,ABFECD,"[15, 13, 3, 1, 5, 7]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",2,ABFCDE,"[15, 13, 5, 3, 1, 7]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",3,ABCDEF,"[15, 13, 7, 5, 3, 1]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",4,ABCFDE,"[15, 13, 7, 3, 1, 5]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",5,BADEFC,"[13, 15, 1, 7, 5, 3]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",6,BACEFD,"[13, 15, 7, 1, 5, 3]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",7,BADEFC,"[13, 15, 1, 7, 5, 3]"
12,1,"[8, 2, 6, 5, 4, 3, 1, 7]",8,BAEFDC,"[13, 15, 1, 3, 7, 5]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",1,ABDCFE,"[15, 13, 5, 7, 1, 3]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",2,ABDFCE,"[15, 13, 3, 7, 1, 5]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",3,ABDECF,"[15, 13, 3, 7, 5, 1]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",4,ABCDFE,"[15, 13, 7, 5, 1, 3]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",5,BADFEC,"[13, 15, 1, 7, 3, 5]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",6,BACDEF,"[13, 15, 7, 5, 3, 1]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",7,BACEFD,"[13, 15, 7, 1, 5, 3]"
12,2,"[5, 8, 2, 4, 6, 1, 7, 3]",8,BADFEC,"[13, 15, 1, 7, 3, 5]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",1,ABFDEC,"[15, 13, 1, 5, 3, 7]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",2,ABFECD,"[15, 13, 3, 1, 5, 7]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",3,ABFDCE,"[15, 13, 3, 5, 1, 7]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",4,ABCDFE,"[15, 13, 7, 5, 1, 3]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",5,BAFCDE,"[13, 15, 5, 3, 1, 7]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",6,BAFECD,"[13, 15, 3, 1, 5, 7]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",7,BAEFCD,"[13, 15, 3, 1, 7, 5]"
12,3,"[7, 3, 2, 5, 6, 1, 4, 8]",8,BAECDF,"[13, 15, 5, 3, 7, 1]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",1,ABCDEF,"[15, 13, 7, 5, 3, 1]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",2,ABFDCE,"[15, 13, 3, 5, 1, 7]"
12,4,"[3, 5, 4, 8, 2, 7, 1, 6]",3,ABFCDE,"[15, 13, 5, 3, 1, 7]"
